No.;Time;Source;Destination;Protocol;Length;Info;;;;;;;;;;;;;;;
4333;330.885.281;103.208.137.6;192.168.43.47;TLSv1.2;533;Application Data;;;;;;;;;;;;;;;
4334;330.885.384;192.168.43.47;103.208.137.6;TCP;54;65159  >  443 [ACK] Seq=3379 Ack=6188 Win=65792 Len=0;;;;;;;;;;;;;;;
4335;330.930.033;103.208.137.6;192.168.43.47;TLSv1.2;777;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
4336;330.930.188;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4299#1] 65160  >  443 [ACK] Seq=3375 Ack=4005 Win=65792 Len=0 SLE=5405 SRE=6128;;;;;;;;;;;;;;;
4337;330.930.502;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65160 [ACK] Seq=4005 Ack=3375 Win=64128 Len=1400;;;;;;;;;;;;;;;
4338;330.930.600;192.168.43.47;103.208.137.6;TCP;54;65160  >  443 [ACK] Seq=3375 Ack=6128 Win=65792 Len=0;;;;;;;;;;;;;;;
4339;330.964.287;103.208.137.6;192.168.43.47;TCP;1454;443  >  65126 [ACK] Seq=36814 Ack=5114 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
4340;330.964.539;103.208.137.6;192.168.43.47;TCP;727;443  >  65126 [PSH, ACK] Seq=38214 Ack=5114 Win=64128 Len=673 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
4341;330.964.613;192.168.43.47;103.208.137.6;TCP;54;65126  >  443 [ACK] Seq=5114 Ack=38887 Win=65792 Len=0;;;;;;;;;;;;;;;
4342;331.076.513;192.168.43.47;103.208.137.6;TLSv1.2;754;Application Data;;;;;;;;;;;;;;;
4343;331.078.901;192.168.43.47;103.208.137.6;TLSv1.2;758;Application Data;;;;;;;;;;;;;;;
4344;331.101.774;192.168.43.47;103.208.137.6;TLSv1.2;756;Application Data;;;;;;;;;;;;;;;
4345;331.103.610;192.168.43.47;103.208.137.6;TLSv1.2;757;Application Data;;;;;;;;;;;;;;;
4346;331.104.309;192.168.43.47;103.208.137.6;TLSv1.2;757;Application Data;;;;;;;;;;;;;;;
4347;331.105.274;192.168.43.47;103.208.137.6;TLSv1.2;758;Application Data;;;;;;;;;;;;;;;
4348;331.144.528;103.208.137.6;192.168.43.47;TLSv1.2;679;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
4349;331.144.685;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4325#1] 65121  >  443 [ACK] Seq=17700 Ack=257828 Win=65792 Len=0 SLE=259228 SRE=259853;;;;;;;;;;;;;;;
4350;331.145.034;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65121 [ACK] Seq=257828 Ack=17700 Win=64128 Len=1400;;;;;;;;;;;;;;;
4351;331.145.122;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=17700 Ack=259853 Win=65792 Len=0;;;;;;;;;;;;;;;
4352;331.152.322;192.168.43.47;103.208.137.6;TLSv1.2;758;Application Data;;;;;;;;;;;;;;;
4353;331.170.087;103.208.137.6;192.168.43.47;TCP;54;443  >  65126 [ACK] Seq=38887 Ack=5816 Win=64128 Len=0;;;;;;;;;;;;;;;
4354;331.170.330;103.208.137.6;192.168.43.47;TCP;54;443  >  65120 [ACK] Seq=353699 Ack=9769 Win=64128 Len=0;;;;;;;;;;;;;;;
4355;331.170.330;103.208.137.6;192.168.43.47;TCP;54;443  >  65160 [ACK] Seq=6128 Ack=4078 Win=64128 Len=0;;;;;;;;;;;;;;;
4356;331.170.932;103.208.137.6;192.168.43.47;TCP;54;443  >  65161 [ACK] Seq=14283 Ack=4082 Win=64128 Len=0;;;;;;;;;;;;;;;
4357;331.186.975;103.208.137.6;192.168.43.47;TCP;1454;443  >  65160 [ACK] Seq=6128 Ack=4078 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
4358;331.187.271;103.208.137.6;192.168.43.47;TLSv1.2;136;Application Data;;;;;;;;;;;;;;;
4359;331.187.271;103.208.137.6;192.168.43.47;TLSv1.2;754;Application Data;;;;;;;;;;;;;;;
4360;331.187.363;192.168.43.47;103.208.137.6;TCP;54;65160  >  443 [ACK] Seq=4078 Ack=8310 Win=65792 Len=0;;;;;;;;;;;;;;;
4361;331.192.734;192.168.43.47;103.208.137.6;TLSv1.2;803;Application Data;;;;;;;;;;;;;;;
4362;331.212.062;103.208.137.6;192.168.43.47;TCP;54;443  >  65159 [ACK] Seq=6188 Ack=4082 Win=64128 Len=0;;;;;;;;;;;;;;;
4363;331.221.283;103.208.137.6;192.168.43.47;TCP;1454;443  >  65121 [ACK] Seq=259853 Ack=18404 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
4364;331.222.060;103.208.137.6;192.168.43.47;TLSv1.2;776;Application Data;;;;;;;;;;;;;;;
4365;331.222.183;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=18404 Ack=261975 Win=65792 Len=0;;;;;;;;;;;;;;;
4366;331.228.241;192.168.43.47;103.208.137.6;TLSv1.2;799;Application Data;;;;;;;;;;;;;;;
4367;331.251.152;103.208.137.6;192.168.43.47;TLSv1.2;659;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
4368;331.251.305;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4324#1] 65161  >  443 [ACK] Seq=4082 Ack=14283 Win=65792 Len=0 SLE=15683 SRE=16288;;;;;;;;;;;;;;;
4369;331.251.619;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65161 [ACK] Seq=14283 Ack=4082 Win=64128 Len=1400;;;;;;;;;;;;;;;
4370;331.251.724;192.168.43.47;103.208.137.6;TCP;54;65161  >  443 [ACK] Seq=4082 Ack=16288 Win=65792 Len=0;;;;;;;;;;;;;;;
4371;331.253.473;103.208.137.6;192.168.43.47;TLSv1.2;608;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
4372;331.253.620;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4360#1] 65160  >  443 [ACK] Seq=4827 Ack=8310 Win=65792 Len=0 SLE=12592 SRE=13146;;;;;;;;;;;;;;;
4373;331.254.330;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65160 [ACK] Seq=8310 Ack=4827 Win=64128 Len=1400;;;;;;;;;;;;;;;
4374;331.254.330;103.208.137.6;192.168.43.47;TCP;136;[TCP Out-Of-Order] 443  >  65160 [PSH, ACK] Seq=9710 Ack=4827 Win=64128 Len=82;;;;;;;;;;;;;;;
4375;331.254.330;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65160 [ACK] Seq=11192 Ack=4827 Win=64128 Len=1400;;;;;;;;;;;;;;;
4376;331.254.330;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65160 [ACK] Seq=9792 Ack=4827 Win=64128 Len=1400;;;;;;;;;;;;;;;
4377;331.254.488;192.168.43.47;103.208.137.6;TCP;66;65160  >  443 [ACK] Seq=4827 Ack=9710 Win=65792 Len=0 SLE=12592 SRE=13146;;;;;;;;;;;;;;;
4378;331.254.645;192.168.43.47;103.208.137.6;TCP;66;65160  >  443 [ACK] Seq=4827 Ack=9792 Win=65536 Len=0 SLE=12592 SRE=13146;;;;;;;;;;;;;;;
4379;331.254.757;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4378#1] 65160  >  443 [ACK] Seq=4827 Ack=9792 Win=65536 Len=0 SLE=11192 SRE=13146;;;;;;;;;;;;;;;
4380;331.254.858;192.168.43.47;103.208.137.6;TCP;54;65160  >  443 [ACK] Seq=4827 Ack=13146 Win=65792 Len=0;;;;;;;;;;;;;;;
4381;331.275.665;192.168.43.47;103.208.137.6;TLSv1.2;758;Application Data;;;;;;;;;;;;;;;
4382;331.285.031;103.208.137.6;192.168.43.47;TLSv1.2;633;Application Data;;;;;;;;;;;;;;;
4383;331.290.445;192.168.43.47;103.208.137.6;TLSv1.2;758;Application Data;;;;;;;;;;;;;;;
4384;331.293.237;103.208.137.6;192.168.43.47;TCP;1454;443  >  65126 [ACK] Seq=38887 Ack=5816 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
4385;331.293.505;103.208.137.6;192.168.43.47;TCP;563;[TCP Previous segment not captured] 443  >  65126 [PSH, ACK] Seq=41687 Ack=5816 Win=64128 Len=509 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
4386;331.293.688;192.168.43.47;103.208.137.6;TCP;66;65126  >  443 [ACK] Seq=5816 Ack=40287 Win=65792 Len=0 SLE=41687 SRE=42196;;;;;;;;;;;;;;;
4387;331.294.083;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65126 [ACK] Seq=40287 Ack=5816 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
4388;331.294.186;192.168.43.47;103.208.137.6;TCP;54;65126  >  443 [ACK] Seq=5816 Ack=42196 Win=65792 Len=0;;;;;;;;;;;;;;;
4389;331.326.890;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=19149 Ack=262554 Win=65024 Len=0;;;;;;;;;;;;;;;
4390;331.330.112;103.208.137.6;192.168.43.47;TCP;54;443  >  65161 [ACK] Seq=16288 Ack=4786 Win=64128 Len=0;;;;;;;;;;;;;;;
4391;331.343.264;192.168.43.47;103.208.137.6;TLSv1.2;759;Application Data;;;;;;;;;;;;;;;
4392;331.345.248;103.208.137.6;192.168.43.47;TLSv1.2;522;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
4393;331.345.390;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4370#1] 65161  >  443 [ACK] Seq=4786 Ack=16288 Win=65792 Len=0 SLE=17688 SRE=18156;;;;;;;;;;;;;;;
4394;331.345.693;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65161 [ACK] Seq=16288 Ack=4786 Win=64128 Len=1400;;;;;;;;;;;;;;;
4395;331.345.801;192.168.43.47;103.208.137.6;TCP;54;65161  >  443 [ACK] Seq=4786 Ack=18156 Win=65792 Len=0;;;;;;;;;;;;;;;
4396;331.353.529;192.168.43.47;103.208.137.6;TLSv1.2;759;Application Data;;;;;;;;;;;;;;;
4397;331.361.480;103.208.137.6;192.168.43.47;TLSv1.2;825;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
4398;331.361.643;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4380#1] 65160  >  443 [ACK] Seq=5531 Ack=13146 Win=65792 Len=0 SLE=14546 SRE=15317;;;;;;;;;;;;;;;
4399;331.361.998;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65160 [ACK] Seq=13146 Ack=5531 Win=64128 Len=1400;;;;;;;;;;;;;;;
4400;331.362.093;192.168.43.47;103.208.137.6;TCP;54;65160  >  443 [ACK] Seq=5531 Ack=15317 Win=65792 Len=0;;;;;;;;;;;;;;;
4401;331.364.906;192.168.43.47;103.208.137.6;TLSv1.2;756;Application Data;;;;;;;;;;;;;;;
4402;331.374.916;192.168.43.47;103.208.137.6;TLSv1.2;758;Application Data;;;;;;;;;;;;;;;
4403;331.379.939;192.168.43.47;172.67.38.97;TLSv1.3;647;Application Data;;;;;;;;;;;;;;;
4404;331.380.263;192.168.43.47;172.67.38.97;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
4405;331.397.167;103.208.137.6;192.168.43.47;TCP;1454;443  >  65120 [ACK] Seq=353699 Ack=9769 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
4406;331.397.418;103.208.137.6;192.168.43.47;TLSv1.2;809;Application Data;;;;;;;;;;;;;;;
4407;331.397.493;192.168.43.47;103.208.137.6;TCP;54;65120  >  443 [ACK] Seq=9769 Ack=355854 Win=464640 Len=0;;;;;;;;;;;;;;;
4408;331.402.639;103.208.137.6;192.168.43.47;TCP;54;443  >  65126 [ACK] Seq=42196 Ack=6521 Win=64128 Len=0;;;;;;;;;;;;;;;
4409;331.405.312;192.168.43.47;103.208.137.6;TLSv1.2;759;Application Data;;;;;;;;;;;;;;;
4410;331.406.307;103.208.137.6;192.168.43.47;TLSv1.2;545;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
4411;331.406.307;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65121 [ACK] Seq=262554 Ack=19854 Win=64128 Len=1400;;;;;;;;;;;;;;;
4412;331.406.470;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4389#1] 65121  >  443 [ACK] Seq=19854 Ack=262554 Win=65024 Len=0 SLE=263954 SRE=264445;;;;;;;;;;;;;;;
4413;331.406.689;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=19854 Ack=264445 Win=65792 Len=0;;;;;;;;;;;;;;;
4414;331.413.585;192.168.43.47;103.208.137.6;TLSv1.2;758;Application Data;;;;;;;;;;;;;;;
4415;331.416.640;103.208.137.6;192.168.43.47;TCP;1454;443  >  65126 [ACK] Seq=42196 Ack=6521 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
4416;331.416.640;103.208.137.6;192.168.43.47;TCP;801;443  >  65126 [PSH, ACK] Seq=43596 Ack=6521 Win=64128 Len=747 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
4417;331.416.833;192.168.43.47;103.208.137.6;TCP;54;65126  >  443 [ACK] Seq=6521 Ack=44343 Win=65792 Len=0;;;;;;;;;;;;;;;
4418;331.421.726;172.67.38.97;192.168.43.47;TCP;54;443  >  65122 [ACK] Seq=17590 Ack=2340 Win=70656 Len=0;;;;;;;;;;;;;;;
4419;331.421.975;172.67.38.97;192.168.43.47;TCP;54;443  >  65122 [ACK] Seq=17590 Ack=2379 Win=70656 Len=0;;;;;;;;;;;;;;;
4420;331.423.681;172.67.38.97;192.168.43.47;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
4421;331.425.284;192.168.43.47;103.208.137.6;TLSv1.2;755;Application Data;;;;;;;;;;;;;;;
4422;331.428.411;103.208.137.6;192.168.43.47;TLSv1.2;707;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
4423;331.428.565;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4395#1] 65161  >  443 [ACK] Seq=5488 Ack=18156 Win=65792 Len=0 SLE=19556 SRE=20209;;;;;;;;;;;;;;;
4424;331.428.911;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65161 [ACK] Seq=18156 Ack=5488 Win=64128 Len=1400;;;;;;;;;;;;;;;
4425;331.428.999;192.168.43.47;103.208.137.6;TCP;54;65161  >  443 [ACK] Seq=5488 Ack=20209 Win=65792 Len=0;;;;;;;;;;;;;;;
4426;331.435.929;192.168.43.47;103.208.137.6;TLSv1.2;751;Application Data;;;;;;;;;;;;;;;
4427;331.442.940;103.208.137.6;192.168.43.47;TCP;1454;443  >  65160 [ACK] Seq=15317 Ack=6235 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
4428;331.443.227;103.208.137.6;192.168.43.47;TLSv1.2;136;Application Data;;;;;;;;;;;;;;;
4429;331.443.227;103.208.137.6;192.168.43.47;TLSv1.2;717;Application Data;;;;;;;;;;;;;;;
4430;331.443.321;192.168.43.47;103.208.137.6;TCP;54;65160  >  443 [ACK] Seq=6235 Ack=17462 Win=65792 Len=0;;;;;;;;;;;;;;;
4431;331.449.748;103.208.137.6;192.168.43.47;TCP;54;443  >  65120 [ACK] Seq=355854 Ack=10474 Win=64128 Len=0;;;;;;;;;;;;;;;
4432;331.450.436;192.168.43.47;103.208.137.6;TLSv1.2;751;Application Data;;;;;;;;;;;;;;;
4433;331.463.827;192.168.43.47;172.67.38.97;TCP;54;65122  >  443 [ACK] Seq=2379 Ack=17629 Win=65536 Len=0;;;;;;;;;;;;;;;
4434;331.465.914;103.208.137.6;192.168.43.47;TCP;1454;443  >  65120 [ACK] Seq=355854 Ack=10474 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
4435;331.466.244;103.208.137.6;192.168.43.47;TLSv1.2;845;Application Data;;;;;;;;;;;;;;;
4436;331.466.331;192.168.43.47;103.208.137.6;TCP;54;65120  >  443 [ACK] Seq=10474 Ack=358045 Win=464640 Len=0;;;;;;;;;;;;;;;
4437;331.473.038;103.208.137.6;192.168.43.47;TCP;1454;443  >  65126 [ACK] Seq=44343 Ack=7222 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
4438;331.473.362;103.208.137.6;192.168.43.47;TCP;88;[TCP Previous segment not captured] 443  >  65126 [PSH, ACK] Seq=47138 Ack=7222 Win=64128 Len=34 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
4439;331.473.362;103.208.137.6;192.168.43.47;TCP;1449;[TCP Out-Of-Order] 443  >  65126 [PSH, ACK] Seq=45743 Ack=7222 Win=64128 Len=1395 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
4440;331.473.475;192.168.43.47;103.208.137.6;TCP;66;65126  >  443 [ACK] Seq=7222 Ack=45743 Win=65792 Len=0 SLE=47138 SRE=47172;;;;;;;;;;;;;;;
4441;331.473.737;192.168.43.47;103.208.137.6;TCP;54;65126  >  443 [ACK] Seq=7222 Ack=47172 Win=65792 Len=0;;;;;;;;;;;;;;;
4442;331.476.825;103.208.137.6;192.168.43.47;TCP;1454;443  >  65121 [ACK] Seq=264445 Ack=20558 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
4443;331.477.140;103.208.137.6;192.168.43.47;TLSv1.2;385;Application Data;;;;;;;;;;;;;;;
4444;331.477.222;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=20558 Ack=266176 Win=65792 Len=0;;;;;;;;;;;;;;;
4445;331.477.471;192.168.43.47;103.208.137.6;TLSv1.2;761;Application Data;;;;;;;;;;;;;;;
4446;331.487.135;192.168.43.47;103.208.137.6;TLSv1.2;755;Application Data;;;;;;;;;;;;;;;
4447;331.488.813;103.208.137.6;192.168.43.47;TLSv1.2;227;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
4448;331.488.974;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4425#1] 65161  >  443 [ACK] Seq=6185 Ack=20209 Win=65792 Len=0 SLE=21609 SRE=21782;;;;;;;;;;;;;;;
4449;331.489.347;103.208.137.6;192.168.43.47;TLSv1.2;88;Application Data;;;;;;;;;;;;;;;
4450;331.489.347;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65161 [ACK] Seq=20209 Ack=6185 Win=64128 Len=1400;;;;;;;;;;;;;;;
4451;331.489.423;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4425#2] 65161  >  443 [ACK] Seq=6185 Ack=20209 Win=65792 Len=0 SLE=21609 SRE=21816;;;;;;;;;;;;;;;
4452;331.489.545;192.168.43.47;103.208.137.6;TCP;54;65161  >  443 [ACK] Seq=6185 Ack=21816 Win=65792 Len=0;;;;;;;;;;;;;;;
4453;331.504.204;103.208.137.6;192.168.43.47;TLSv1.2;966;Application Data;;;;;;;;;;;;;;;
4454;331.504.624;103.208.137.6;192.168.43.47;TLSv1.2;136;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
4455;331.504.624;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65159 [ACK] Seq=6188 Ack=4082 Win=64128 Len=1400;;;;;;;;;;;;;;;
4456;331.504.624;103.208.137.6;192.168.43.47;TLSv1.2;763;Application Data;;;;;;;;;;;;;;;
4457;331.504.624;103.208.137.6;192.168.43.47;TLSv1.2;88;Application Data;;;;;;;;;;;;;;;
4458;331.504.751;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4334#1] 65159  >  443 [ACK] Seq=4082 Ack=6188 Win=65792 Len=0 SLE=7588 SRE=7670;;;;;;;;;;;;;;;
4459;331.504.966;192.168.43.47;103.208.137.6;TCP;54;65159  >  443 [ACK] Seq=4082 Ack=7670 Win=65792 Len=0;;;;;;;;;;;;;;;
4460;331.505.078;192.168.43.47;103.208.137.6;TCP;54;65160  >  443 [ACK] Seq=6932 Ack=18408 Win=64768 Len=0;;;;;;;;;;;;;;;
4461;331.532.910;103.208.137.6;192.168.43.47;TLSv1.2;88;[TCP Previous segment not captured] , Application Data;;;;;;;;;;;;;;;
4462;331.533.057;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4436#1] 65120  >  443 [ACK] Seq=11181 Ack=358045 Win=464640 Len=0 SLE=358886 SRE=358920;;;;;;;;;;;;;;;
4463;331.533.367;103.208.137.6;192.168.43.47;TCP;895;[TCP Out-Of-Order] 443  >  65120 [PSH, ACK] Seq=358045 Ack=11181 Win=64128 Len=841;;;;;;;;;;;;;;;
4464;331.533.456;192.168.43.47;103.208.137.6;TCP;54;65120  >  443 [ACK] Seq=11181 Ack=358920 Win=463872 Len=0;;;;;;;;;;;;;;;
4465;331.540.584;103.208.137.6;192.168.43.47;TLSv1.2;1034;Application Data;;;;;;;;;;;;;;;
4466;331.540.878;103.208.137.6;192.168.43.47;TLSv1.2;88;Application Data;;;;;;;;;;;;;;;
4467;331.540.953;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=21259 Ack=267190 Win=64768 Len=0;;;;;;;;;;;;;;;
4468;331.544.859;192.168.43.47;103.208.137.6;TCP;54;65159  >  443 [ACK] Seq=4082 Ack=8379 Win=65024 Len=0;;;;;;;;;;;;;;;
4472;331.619.850;192.168.43.47;172.217.194.95;TCP;66;65163  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;
4473;331.637.305;172.67.38.97;192.168.43.47;TLSv1.3;845;Application Data;;;;;;;;;;;;;;;
4474;331.637.560;172.67.38.97;192.168.43.47;TLSv1.3;85;Application Data;;;;;;;;;;;;;;;
4475;331.637.636;192.168.43.47;172.67.38.97;TCP;54;65122  >  443 [ACK] Seq=2379 Ack=18451 Win=64768 Len=0;;;;;;;;;;;;;;;
4476;331.658.867;172.217.194.95;192.168.43.47;TCP;66;443  >  65163 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=256;;;;;;;;;;;;;;;
4477;331.659.089;192.168.43.47;172.217.194.95;TCP;54;65163  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0;;;;;;;;;;;;;;;
4478;331.660.219;192.168.43.47;172.217.194.95;TLSv1.2;571;Client Hello;;;;;;;;;;;;;;;
4479;331.716.286;172.217.194.95;192.168.43.47;TCP;54;443  >  65163 [ACK] Seq=1 Ack=518 Win=66816 Len=0;;;;;;;;;;;;;;;
4480;331.716.792;172.217.194.95;192.168.43.47;TLSv1.2;1454;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
4481;331.716.792;172.217.194.95;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65163 [ACK] Seq=1 Ack=518 Win=66816 Len=1400;;;;;;;;;;;;;;;
4482;331.716.910;192.168.43.47;172.217.194.95;TCP;66;[TCP Dup ACK 4477#1] 65163  >  443 [ACK] Seq=518 Ack=1 Win=65792 Len=0 SLE=1401 SRE=2801;;;;;;;;;;;;;;;
4483;331.717.121;192.168.43.47;172.217.194.95;TCP;54;65163  >  443 [ACK] Seq=518 Ack=2801 Win=65792 Len=0;;;;;;;;;;;;;;;
4484;331.723.865;172.217.194.95;192.168.43.47;TLSv1.2;172;Ignored Unknown Record;;;;;;;;;;;;;;;
4485;331.747.371;192.168.43.47;172.217.194.95;TLSv1.2;118;Change Cipher Spec, Application Data;;;;;;;;;;;;;;;
4486;331.748.190;192.168.43.47;172.217.194.95;TLSv1.2;146;Application Data;;;;;;;;;;;;;;;
4487;331.748.832;192.168.43.47;172.217.194.95;TLSv1.2;330;Application Data;;;;;;;;;;;;;;;
4488;331.799.793;172.217.194.95;192.168.43.47;TLSv1.2;634;Application Data, Application Data;;;;;;;;;;;;;;;
4489;331.800.482;192.168.43.47;172.217.194.95;TLSv1.2;85;Application Data;;;;;;;;;;;;;;;
4490;331.806.715;172.217.194.95;192.168.43.47;TLSv1.2;85;Application Data;;;;;;;;;;;;;;;
4491;331.812.513;172.217.194.95;192.168.43.47;TCP;54;443  >  65163 [ACK] Seq=3530 Ack=950 Win=67840 Len=0;;;;;;;;;;;;;;;
4492;331.812.992;172.217.194.95;192.168.43.47;TLSv1.2;648;Application Data;;;;;;;;;;;;;;;
4493;331.812.992;172.217.194.95;192.168.43.47;TLSv1.2;174;[TCP Previous segment not captured] , Application Data;;;;;;;;;;;;;;;
4494;331.812.992;172.217.194.95;192.168.43.47;TLSv1.2;239;Application Data;;;;;;;;;;;;;;;
4495;331.812.992;172.217.194.95;192.168.43.47;TCP;1065;[TCP Out-Of-Order] 443  >  65163 [PSH, ACK] Seq=4124 Ack=950 Win=67840 Len=1011;;;;;;;;;;;;;;;
4496;331.813.141;192.168.43.47;172.217.194.95;TCP;66;65163  >  443 [ACK] Seq=981 Ack=4124 Win=64256 Len=0 SLE=5135 SRE=5255;;;;;;;;;;;;;;;
4497;331.813.345;192.168.43.47;172.217.194.95;TCP;66;[TCP Dup ACK 4496#1] 65163  >  443 [ACK] Seq=981 Ack=4124 Win=64256 Len=0 SLE=5135 SRE=5440;;;;;;;;;;;;;;;
4498;331.813.452;192.168.43.47;172.217.194.95;TCP;54;65163  >  443 [ACK] Seq=981 Ack=5440 Win=65792 Len=0;;;;;;;;;;;;;;;
4499;331.813.713;172.217.194.95;192.168.43.47;TLSv1.2;93;Application Data;;;;;;;;;;;;;;;
4500;331.817.868;192.168.43.47;172.217.194.95;TLSv1.2;93;Application Data;;;;;;;;;;;;;;;
4501;331.844.530;172.217.194.95;192.168.43.47;TCP;54;443  >  65163 [ACK] Seq=5479 Ack=981 Win=67840 Len=0;;;;;;;;;;;;;;;
4502;331.865.506;172.217.194.95;192.168.43.47;TCP;54;443  >  65163 [ACK] Seq=5479 Ack=1020 Win=67840 Len=0;;;;;;;;;;;;;;;
4503;332.384.899;192.168.43.47;172.217.194.95;TLSv1.3;119;Application Data;;;;;;;;;;;;;;;
4504;332.385.269;192.168.43.47;172.217.194.95;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
4505;332.385.602;192.168.43.47;172.217.194.95;TLSv1.3;383;Application Data;;;;;;;;;;;;;;;
4506;332.445.729;172.217.194.95;192.168.43.47;TCP;54;443  >  49915 [ACK] Seq=8206 Ack=3619 Win=75520 Len=0;;;;;;;;;;;;;;;
4507;332.446.024;172.217.194.95;192.168.43.47;TCP;54;443  >  49915 [ACK] Seq=8206 Ack=3658 Win=75520 Len=0;;;;;;;;;;;;;;;
4508;332.446.436;172.217.194.95;192.168.43.47;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
4509;332.458.613;172.217.194.95;192.168.43.47;TCP;54;443  >  49915 [ACK] Seq=8245 Ack=3987 Win=76800 Len=0;;;;;;;;;;;;;;;
4510;332.470.950;172.217.194.95;192.168.43.47;TLSv1.3;123;Application Data;;;;;;;;;;;;;;;
